OBJECTID,key_,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,override,GlobalID,Shape__Length
505,1,250860,2508,108,866,108,1450,05,Troncal de Occidente,La Pintada,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,108+866,108+1450,2,,ca3eaff2-4832-4bec-9bcf-25687b5bd217,600.05395520123
508,1,78060,7806,0,0,28,0,09,Transversal Depresion Momposina,El Banco - Tamalameque,1,,1,1,78,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final es 28+0000 (Ramón Lobo),rev,,,0+0,28+0,1,,b689e089-9334-406c-90db-d08f4e8e4e8e,28967.6411311278
509,1,25040,2504,98,20,106,549,25,Alternas a la Troncal de Occidente, Puente Valencia sobre el río Cauca-Crucero Jamundí,2,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,PR final es 106+1500 en cartografia,,,,98+020,106+500,2,,a765f704-0cf0-4b2f-bbd9-87895c5de8a4,8617.91306425938
510,1,25ATA0,25ATA,0,0,10,700,02,Troncal de Occidente,Variante Palmar de Varela - Sabanagrande,2,,,2,,Google Maps y WFS ANI,,2016/05/20 00:00:00+00,,,3d_mal_central,,,0+0,10+700,2,,bb31b0e2-16c4-4d8b-806a-d48403022f0c,127.884300984324
511,1,251654,2516,54,0,80,0,02,Troncal de Occidente,Palmar de Varela - Barranquilla,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR inicial 80+0753 (Ramón Lobo),rev,,,54+0,80+0,2,,c42aee8f-5ce4-4beb-90f3-622d096dda19,45162.0103747537
512,1,25060,2506,0,0,42,550,25,Troncal de Occidente,Andalucía - La Paila -La Victoria,3,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,42+550,3,,efc53381-50cf-458a-81b0-6b7719ffcc8d,83418.181894999
513,1,,4509,0,0,38,423,12,Troncal del Magdalena,Cambao - Cruce Ruta 50 ,2,,1,2,40,Archivos SHP suministrados por la ANI,2018/09/13 15:08:40+00,2018/09/13 15:08:36+00,,,,,,0+0,38+0423,2,,0165413b-6fde-4c59-ae97-24119106a323,39786.8968338507
514,1,600381,6003,90,0,93,700,01,Transversal Tribuga - Arauca,La Mansa - Primavera,2,,1,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI,,,,90+0,93+700,2,,00049de7-0963-4507-8d7e-3dee3831a3a6,7502.82036392124
515,1,60040,6004,0,0,50,700,01,Transversal Medellin - Bogotá,Medellín - Santuario,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 51+0000 en Ramón Lobo,,,,0+0,50+700,2,,d3964494-3ced-4575-a0da-811ce473ab88,104919.812418911
516,1,8004A38,8004A,38,554,51,465,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),pr final 52+0530 en Ramón Lobo,,Act. seg 39 al 52+0674,,38+554,51+465,1,,4d0a5f08-2f32-49bc-91c7-7fae4256e0d3,52775.5556759079
517,1,8004A38,8004A,38,554,51,465,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),pr final 52+0530 en Ramón Lobo,,Act. seg 39 al 52+0674,,38+554,51+465,1,,a92e6fe3-43a3-411b-9e3d-a7dede589d3a,51.9161629806018
518,1,250525,2505,25,0,67,0,25,Troncal de Occidente,Palmira - Buga,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,25+0,67+0,2,,e41d0493-c2a1-47f6-97ca-45322e31ef71,80693.5201458608
520,4,45130,4513,0,0,90,748,22,Troncal del Magdalena,La Lizama -San Alberto,1,6,,2,,WFS ANI,2016/01/01 00:00:00+00,2016/09/06 00:00:00+00,,,,,,0+0,90+748,1,,d007d09c-296f-422f-9705-9c3ff7d88971,104027.970844539
521,4,78BL020,78BL02,0,0,4,150,03,Transversal Depresion Momposina, Talaigua Nuevo Bolívar - Santa Ana Magdalena,1,2,1,1,78,,2018/05/11 10:22:00+00,2018/05/11 10:22:00+00,,Se revierte en noviembre del 2017,,,Noviembre 2017,0+0,4+150,1,,c5df2e9b-0104-4c93-a9de-bf1f80c70307,4221.32699441138
522,1,80MG010,80MG01,0,0,67,650,15,Acceso Transversal Carmen - Bosconia,Santana - La Gloria,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,67+650,1,,97faefdf-2ea2-4e6c-ba92-7f649ae3e1db,69179.4195128182
523,1,78040,7804,0,0,34,332,03,Transversal Depresion Momposina,Mompós - Guamal,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,34+332,1,,91891173-3521-4007-bb15-fbfbba7ff11d,35843.5584428755
524,4,45CSI0,45CSI,0,0,4,672,09,Troncal del Magdalena,Variante  al poblado de Aguachica,1,2,,1,,Google Maps,,2015/12/09 00:00:00+00,,,3d_mal_central,,,0+0,4+672,1,,4acc273c-f024-4029-9fbe-79cc7193cb19,9781.13201112933
525,4,,23VLB,0,0,2,729,25,Alternas a la Troncal de Occidente,Variante al Poblado de Yotoco,2,,1,1,23,Imagenes Satelitales Gigital Globe,2018/09/29 10:17:56+00,2021/09/01 00:00:00+00,,,,,,0+0,2+729,2,,ca6a8e2e-95c7-4b6b-a089-ae820aec8bfd,2533.44527025907
526,1,90060,9006,0,0,39,0,03,Alternas a la Transversal del Caribe,Cartagena- Pendales,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,39+0,2,,d82648f3-db98-4086-95fd-ee5832ca375a,57080.4163845661
527,1,230112,2301,12,0,53,522,25,Alternas a la Troncal de Occidente,Yumbo - Mediacanoa,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,pr final 54+0400 en Ramón Lobo,,,,12+0,53+522,2,,b52a31db-91bc-4eee-b726-5fd4e35ca017,47246.4756239052
528,1,45ACNC0,45ACNC,0,0,3,0,12,Troncal Central,Variante de Ubaté,1,6, ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,3+0,1,,04834d6f-7123-4d1a-aac3-987687b779f7,6046.57547240935
529,1,78020,7802,0,0,68,350,03,Transversal Depresion Momposina,Puerta de Hierro - Magangué - Yatí,1,1, ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,68+350,1,,c3137b46-9ed2-4b8f-bd10-e2b3dd22941c,70715.5863903558
530,1,25NRD0,25NRD,0,440,21,170,17,Troncal de Occidente,Variante Oriental de Pasto,1,4,,1,,Google Maps,,2020/07/14 00:00:00+00,,,3d_mal_oeste,,,0+440,21+170,1,,9d420bd1-a37d-406b-91bc-a22cfb7b22fa,24011.9179404965
531,2,25NRB0,25NRB,0,0,3,600,17,Alternas a la Troncal de Occidente,Variante de Daza,1,5,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0-1,,0+0,3+600,1,,6af33153-13bb-4c73-8203-7db68765bfba,3661.0375423844
532,1,70070,7007,0,0,43,0,26,Acceso a Cucuta y Venezuela,Aguaclara - Río de Oro,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,43+0,1,,cf6fcb3c-0f81-4914-9c45-f7a85ca7d154,44274.088697614
533,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,41b1b8a8-1dfd-4445-8530-93ec3adc5a09,377.872563945805
534,1,55CN010,55CN01,0,0,9,200,12,Conexión Troncal Central del Norte con Troncal Central,Briceño - Zipaquirá,3,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,9+200,3,,6db1bea2-411d-4652-81c5-cc8631153725,10092.3994044289
535,4,25CCC,25CCC,0,0,2,806,08,Troncal de Occidente,Ye de Villa Rica - Límites Cauca ,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,0+0,2+806,2,,c3be1aac-be7c-45f8-a222-4293ea049805,3361.44746237206
536,1,2504A0,2504A,0,0,21,0,08,Troncal de Occidente,Ye de Villa Rica - Límites Cauca ,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,0+0,21+0,2,,f006adae-d404-40e7-a718-b81f5ef4c4a3,22853.8643634766
538,1,25050,2505,0,0,19,0,25,Alternas a la Troncal de Occidente,Cali - Palmira,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2021/09/01 00:00:00+00,,,,,,0+0,19+0,2,,bbf8e445-e8cd-4896-b40e-7087d3e2717d,47348.0572873197
540,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,419a45d5-6913-4ab2-9ef7-297fdaafed95,70168.1800441522
541,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,591e836d-a9bc-4222-995e-5551f34879e3,94.4920722259285
542,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,e1448e54-d2ad-4615-9e48-44fd6fe8715b,78.2677345888292
543,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,fbcfedfa-bfe0-4c7c-9752-d3f7d8d3bed6,60.4629777624132
544,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,84ab1cf1-6e89-4c4f-94b2-6ec1806b87b5,89.7332910177407
545,4,45ACND0,45ACND,0,250,7,0,12,Alternas a la Troncal Central,Variante Portachuelo - Casablanca,1,4,1,1,45,Google Maps,,2016/03/04 00:00:00+00,,Falta en Ramón Lobo,3d_mal_central,,,0+250,7+0,1,,2084eb88-e156-4806-bc3e-cab13df34187,7018.07974478428
546,1,45ACNB0,45ACNB,0,0,3,600,12,Alternas a la Troncal Central,Variante Portachuelo,2,,,1,,Google Maps,,2016/03/04 00:00:00+00,,,3d_mal_central,,,0+0,3+600,2,,e55e4048-8b3c-4281-ac17-b2b9208a42de,7441.68053239902
547,1,45ACND0,45ACND,0,0,0,250,12,Alternas a la Troncal Central,Variante Portachuelo - Casablanca,2,,1,1,45,Google Maps,,2016/03/04 00:00:00+00,,Falta en Ramón Lobo,3d_mal_central,,,0+0,0+250,2,,aa73076e-8571-4f80-a22f-f8707af4a4de,104.109322226293
548,1,90A010,90A01,66,218,66,258,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Arroyo Cascabel),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,66+0218,66+0258,1,,51f3e4b0-706c-4af7-b194-854828d23397,40.7419948076099
549,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,d5d3678d-57a6-4b96-bcbe-d13379cce292,5605.48277869174
550,1,600381,6003,90,615,90,740,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,90+0615,90+0740,1,,957dcdb4-eae7-45be-ba3a-807d877ca1d4,160.044311871671
551,1,400119,4001,19,800,62,408,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Córdoba - Cruce Ruta 40 (Loboguerrero),1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,165d207e-9a21-4a7c-8788-36e075b1beb5,5600.98360899747
552,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,85cc837e-9e50-418c-b98a-f1deb0ef7441,220.015422360311
553,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,05a99686-ddf8-4a9d-aa6b-8a863c896c14,141.560661982343
554,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,94924114-5bdd-4a4c-b43b-f451cf8b60fe,349.746443433216
555,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,514e63cd-30b6-4724-a895-8a1d12a17eaf,228.904751826232
556,1,400119,4001,0,0,0,0,,Transversal Buenaventura - Villavicencio - Puerto Carreño,Segmentos  Viales fuera de Servicio,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,19+800,62+408,1,,75c1ea1a-d8b5-4eba-847c-4af347f6eba2,679.265915504918
557,1,25040,2504,91,0,98,20,08,Alternas a la Troncal de Occidente,Ye de Villa Rica - Jamundí,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final es 106+1500 en cartografia,,,,91+0,98+020,2,,139dfa2d-25fc-4bf2-8ad1-b175d86fe49b,7042.03907646586
558,1,620553,6205,53,0,54,1158,01,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,1, ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, ,PR final 54+1158 (Ramón Lobo),rev, , ,53+0,54+1158,1,,5e18b541-b944-42dc-a582-101e821a8daf,2337.74376226516
559,1,62060,6206,0,0,1,0,01,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,1+0,1,,4a981c55-e19a-4a68-bb10-bf82e8702c94,1018.60134806146
560,1,90020,9002,0,0,86,858,01,Transversal del Caribe,Necoclí - Puerto Rey,1,,1,1,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,86+858,1,,6c6832fe-1407-4565-9233-d3d54fd052dc,4863.35485895661
561,1,400162,4001,62,408,118,412,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce Ruta 40 (Loboguerrero) - Buga,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,62+408,118+412,1,,bfc9b6c4-2642-4fe3-9f20-e43cc88bf9b5,88604.4349595933
562,1,10020,1002,0,0,95,0,17,Transversal Tumaco - Leticia,Junín - Tuquerres,1,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,Se dividio Sector según Criterio Tecnico AMV 2 (95+0000),div,,,0+0,95+0,1,,1292b13a-c51f-4315-a287-a82ae44f73e7,94508.7515670327
563,1,25120,2512,61,619,63,966,01,Troncal de Occidente,Tarazá - Caucasia,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 62-63,,61+619,63+966,1,,bbf4fb30-5f95-486f-aa37-807e12aaa8f8,4395.59310085712
564,1,25120,2512,61,276,61,619,01,Troncal de Occidente,Tarazá - Caucasia,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 62-63,,61+276,61+619,2,,0bf72b42-e808-408f-b489-c557b79d29c0,579.229592759926
565,1,45100,4510,0,170,33,400,24,Troncal del Magdalena,Viaducto Honda - Entrada Puente Puerto Salgar,2, , ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, , , ,Act. seg 33- 34, ,0+0170,33+0400,2,,5a1d85c6-0727-47b0-ae4e-1f0c9beb02d4,36790.2015602776
566,1,90A010,90A01,74,971,74,1031,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Arroyo de Juan de Acosta),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,74+0971,74+1031,1,,d97870d2-6d66-4926-b430-568e8b535a00,61.329401959559
567,1,50080,5008,0,0,5,798,12,Transversal Medellin - Bogotá,Río Seco - Villeta,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,5+0798,2,,b9da4150-c4bb-49a4-97bc-a5411c209370,6045.48052540361
568,1,62059,6205,9,0,9,700,01,Transversal Tribuga - Arauca,Paso Nacional por Barbosa,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,Entregada 9 de marzo de 2016, , , , ,9+0,9+700,1,,b7cf85dc-76f8-4123-9a72-1fc1aeb97dc8,606.459845130915
569,1,25133,2513,2,780,62,0,11,Troncal de Occidente,Caucasia - Planeta Rica,2, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015), , , , ,2+780,62+0,2,,f2e1eb24-d8b3-48e5-a81c-145585616301,60780.9130056821
570,1,700869,7008,69,0,128,0,18,Acceso a Cucuta y Venezuela,Alto El Pozo - Sardinata,1,1, ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, , , ,"Act. seg 69-73+0400; 75-77; 82-83; 89-96; 99-100", ,69+0,128+0,1,,71fddfe8-6b59-486d-a2d0-aae202bca86e,59236.5797982214
571,3,5008B1_12,5008B1,2,0,4,0,12,Circuito de las Provincias de Rionegro y Bajo Magdalena,Cruce Quebrada Negra - Salida Tunel de la Abuela,1,2, ,1, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/08/24 00:00:00+00, ,pr inicial y final en Ramón Lobo, ,Act. Seg 1 - 3, ,2+0,4+0,1,,a78d6d0f-5c9c-4b63-97ef-0af85f43905a,2444.61377230051
572,1,600381,6003,91,197,91,383,01,Transversal Tribuga - Arauca,Sector Rectificado,1, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,91+0197,91+0383,1,,f380b288-c13d-4fcd-9ac5-44774bec1fd9,186.916051206576
573,1,90A010,90A01,77,917,77,928,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Turipana),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,77+0917,77+0928,1,,d6e50587-8be1-4a70-8bc7-7aec5d7e920a,11.1993156142963
574,3,5008B1_10,5008B1,0,0,2,0,12,Circuito de las Provincias de Rionegro y Bajo Magdalena,El Curapo  - Cruce Quebrada Negra,1,2, ,1, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/08/24 00:00:00+00, , , ,Act. Seg 1 - 3, ,0+0,2+0,1,,85ce9ae0-a4b5-4311-b01e-5a13a3829bbf,1890.46614801166
575,1,90A010,90A01,47,82,109,100,02,Transversal del Caribe,Lomita Arena - Barranquilla,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,47+82,109+100,2,,b31189cf-df1b-4611-bd3d-91a2fed6e584,86975.5854052328
576,1,450745,4507,45,0,61,0,24,Troncal del Magdalena,El Espinal - Girardot,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,45+0,61+0,2,,ab64d1b0-f084-4ae6-b98a-e2557718d4e5,19513.8514910963
577,1,4004B0,4004B,0,0,23,800,24,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Chicoral,2, , ,2, ,Google Maps,2016/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,mal 3d, , ,0+0,23+800,2,,9938fc05-46dd-4300-aae2-578847ba0d87,51717.3218117462
578,1,600381,6003,92,24,92,280,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,92+0024,92+0280,1,,a28cb339-7491-4d7f-be9f-84d1132394f8,539.444322496995
579,1,90A010,90A01,78,513,78,534,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Cajacopi),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,78+0513,78+0534,1,,12cddf4d-55db-4d48-ac71-041af35612c3,21.4207444647125
580,1,620695,6206,95,198,97,1136,01,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,1, ,2, ,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2020/06/17 00:00:00+00, ,PR Inicial 95+0148 (Ramón Lobo),rev,Act. seg 96-97, ,95+198,97+1136,1,,0e79bad9-8cf9-4de0-8dc8-805b9174f8f0,3228.89829237052
581,1,370261,3702,58,255,138,200,08,Circuitos Ecoturisticos Huila - Cauca,Puente Río Negro - El Palo,1,5, ,1, ,IGAC (Contrato 2932/2008),2020/05/29 00:00:00+00,2020/06/17 00:00:00+00, ,PR inicial 53+0000 (Ramón Lobo),rev, , ,58+0255,138+200,1,,df2bcd95-1fc3-4ac1-8a42-f4af80221609,77846.9043457726
582,1,25040,2504,0,0,77,0,08,Troncal de Occidente,Popayán - Santander de Quilichao,2, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, ,PR final es 106+1500 en cartografia, , , ,0+0,91+0,2,,ca512879-5fe2-4b38-8847-f14c9d0a3e6e,80253.8470637077
583,1,600376,6003,44,200,88,100,01,Transversal Tribuga - Arauca,Peñalisa - Primavera,2, , ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,PACÍFICO 1,No la han recibido concesionario ni ANI, , , ,44+0200,88+0100,2,,5b7a6e4f-6bc6-460c-a09f-896a1c4f4802,43920.3401484209
584,4, ,90ANB,0,0,7,790,01,Alterna Transversal del Caribe,Variante de Mellitos,1,3, , ,90, ,,2020/06/17 00:00:00+00, , , , , ,0+0,7+790,1,,4937d101-9111-47d0-aacf-41f8528400cb,7767.12440386915
585,1,74010,7401,0,0,63,464,11,Transversal Puerto rey - Tibú,Puerto Rey - Monteria,2, ,1,2,74,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,63+464,2,,47ca72a5-88bf-480e-ab2f-bec8b6960b17,64988.1534358687
586,1,90A010,90A01,79,480,79,494,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Playa Mendoza),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,79+0480,79+0494,1,,a68e761e-6cd8-4ab7-b1bc-e0e7001635b0,14.2973251189884
587,1,90A010,90A01,80,730,80,742,02,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Puerto Caiman),1,1, ,2,90,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , ,3d_mal_central, , ,80+0730,80+0742,1,,693a14da-275e-4d8a-907c-855499b41ae2,12.2951337306078
588,1,2302123,2302,142,120,146,725,21,Alternas a la Troncal de Occidente,Ansermanuevo - La Virginia,2,1, ,2, ,IGAC (Contrato 2130/2014),2020/05/15 00:00:00+00,2020/06/17 00:00:00+00, , , ,"Act. 125-126; 129-130; 133-135", ,142+120,146+0725,2,,872c11e4-a8ad-4851-a0ad-7616d00995a1,6169.24184130195
589,1,60030,6003,0,0,44,200,01,Transversal Tribuga - Arauca,La Mansa - Peñalisa,1,1, ,1, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00, , , , , ,0+0,44+0200,1,,e735dd1e-734b-4ec2-baea-a88aac3d243b,44223.482519979
590,1,40VLA0,40VLA,0,0,10,0,25,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Sena - Intersección Citronela,1, , ,2, ,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/06/17 00:00:00+00,"CONCESIÓN BUGA - BUENAVENTURA, entregada el 19 de agosto de 2016", , , , ,0+0,10+0,1,,c8391b38-0b9a-4962-916f-2f423dc25937,12431.5612555376
